text,emoji
i just started taking mine yesterday and i feel kinda funny,surprise
i don't have to look to see the stares i feel them and i also know of them by the sympathetic glances my american friends give me,love
i feel perfect with you on facebook,joy
i feel honoured that such a great man claims me as his friend,joy
i feel fake hellip b c a real person can feel real emotion and that's something that i can't do,sadness
i feel like everything is just so fucked,anger
i feel so blessed to have friends i can come to,joy
i feel resentful of him trying to control what i do but i also don't want to do anything rash,anger
i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,anger
i'm exhausted in excruciating pain and feeling extremely hostile,anger
i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger
i feel a pain in my own heart as every priestess in the temple drops as every single ven who is devoted to talia loses their devotions and takes a rank of injury equal to their devotion,love
i began to feel a little anxious about may almost being over as obviously time is running out amp to be honest i'm just plumb out of excuses,fear
i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,joy
i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something,anger
i really want to watch it for the obvious romance reasons and i have a feeling like it would be a really funny kind of drama too i can also somewhat relate to the female main character who works with this boss who has a lot of pride and is a bit what you would like to call him as cocky,surprise
i feel like a frightened little child more than anyone could ever know,fear
i will adjust to it but for now it feels so strange,surprise
i feel a bit stressed so i get up and take two rescue tablets,sadness
i write this very moment i feel the cold chill of,anger
